MPN,Datum,Maand,Jaar,MPN-Jaar-Maand,Soort,Mediaan
MPN1433,24/03/2011,3,2011,MPN1433 2011 3,Bolboschoenus maritimus,930
MPN10439,19/07/2010,7,2010,MPN10439 2010 7,Bolboschoenus maritimus,940
MPN5529,26/09/2008,9,2008,MPN5529 2008 9,Bolboschoenus maritimus,945
MPN5821,17/09/2007,9,2007,MPN5821 2007 9,Bolboschoenus maritimus,950
MPN1236,28/09/2006,9,2006,MPN1236 2006 9,Bolboschoenus maritimus,950
MPN5832,01/10/07,10,2007,MPN5832 2007 10,Bolboschoenus maritimus,960
MPN9946,24/06/2004,6,2004,MPN9946 2004 6,Bolboschoenus maritimus,960
MPN7414,15/04/2013,4,2013,MPN7414 2013 4,Bolboschoenus maritimus,960
MPN8132,18/05/2009,5,2009,MPN8132 2009 5,Bolboschoenus maritimus,960
MPN1426,04/10/05,10,2005,MPN1426 2005 10,Bolboschoenus maritimus,960
MPN1231,01/07/14,7,2014,MPN1231 2014 7,Bolboschoenus maritimus,981
MPN10485,30/07/2007,7,2007,MPN10485 2007 7,Bolboschoenus maritimus,1000
MPN9947,21/06/2010,6,2010,MPN9947 2010 6,Bolboschoenus maritimus,1000
MPN1571,28/09/2015,9,2015,MPN1571 2015 9,Bolboschoenus maritimus,1100
MPN4062,23/04/2008,4,2008,MPN4062 2008 4,Bolboschoenus maritimus,1100
MPN3055,07/10/15,10,2015,MPN3055 2015 10,Bolboschoenus maritimus,1100
MPN9952,02/10/12,10,2012,MPN9952 2012 10,Bolboschoenus maritimus,1100
MPN9946,21/06/2010,6,2010,MPN9946 2010 6,Bolboschoenus maritimus,1100
MPN1354,17/06/2014,6,2014,MPN1354 2014 6,Bolboschoenus maritimus,1100
MPN1227,19/09/2013,9,2013,MPN1227 2013 9,Bolboschoenus maritimus,1100
MPN5774,01/10/04,10,2004,MPN5774 2004 10,Bolboschoenus maritimus,1100
MPN1426,10/06/05,6,2005,MPN1426 2005 6,Bolboschoenus maritimus,1100
MPN10411,27/07/2010,7,2010,MPN10411 2010 7,Bolboschoenus maritimus,1200
MPN5766,13/09/2010,9,2010,MPN5766 2010 9,Bolboschoenus maritimus,1200
MPN1481,25/09/2006,9,2006,MPN1481 2006 9,Bolboschoenus maritimus,1200
MPN10253,21/07/2003,7,2003,MPN10253 2003 7,Bolboschoenus maritimus,1200
MPN10404,24/06/2004,6,2004,MPN10404 2004 6,Bolboschoenus maritimus,1200
MPN1468,11/10/10,10,2010,MPN1468 2010 10,Bolboschoenus maritimus,1200
MPN8147,11/09/07,9,2007,MPN8147 2007 9,Bolboschoenus maritimus,1200
MPN2984,03/08/01,8,2001,MPN2984 2001 8,Bolboschoenus maritimus,1226.3
MPN1426,11/08/14,8,2014,MPN1426 2014 8,Bolboschoenus maritimus,1300
MPN5721,29/06/2015,6,2015,MPN5721 2015 6,Bolboschoenus maritimus,1300
MPN10100,21/06/2005,6,2005,MPN10100 2005 6,Bolboschoenus maritimus,1300
MPN1239,18/09/2014,9,2014,MPN1239 2014 9,Bolboschoenus maritimus,1300
MPN5813,04/10/04,10,2004,MPN5813 2004 10,Bolboschoenus maritimus,1300
MPN5851,18/10/2004,10,2004,MPN5851 2004 10,Bolboschoenus maritimus,1300
MPN9943,25/09/2012,9,2012,MPN9943 2012 9,Bolboschoenus maritimus,1330
MPN1481,30/09/2015,9,2015,MPN1481 2015 9,Bolboschoenus maritimus,1400
MPN10243,25/06/2004,6,2004,MPN10243 2004 6,Bolboschoenus maritimus,1400
MPN10251,05/06/07,6,2007,MPN10251 2007 6,Bolboschoenus maritimus,1400
MPN9909,17/07/2000,7,2000,MPN9909 2000 7,Bolboschoenus maritimus,1400
MPN10094,16/08/2007,8,2007,MPN10094 2007 8,Bolboschoenus maritimus,1400
MPN5510,09/09/08,9,2008,MPN5510 2008 9,Bolboschoenus maritimus,1400
MPN1354,26/05/2008,5,2008,MPN1354 2008 5,Bolboschoenus maritimus,1400
MPN4065,21/03/2011,3,2011,MPN4065 2011 3,Bolboschoenus maritimus,1420
MPN4093,16/08/2002,8,2002,MPN4093 2002 8,Bolboschoenus maritimus,1470.8
MPN5851,25/09/2007,9,2007,MPN5851 2007 9,Bolboschoenus maritimus,1500
MPN9952,07/07/00,7,2000,MPN9952 2000 7,Bolboschoenus maritimus,1500
MPN1492,02/05/13,5,2013,MPN1492 2013 5,Bolboschoenus maritimus,1500
MPN1426,29/05/2008,5,2008,MPN1426 2008 5,Bolboschoenus maritimus,1500
MPN10293,21/10/2014,10,2014,MPN10293 2014 10,Bolboschoenus maritimus,1500
MPN10251,17/05/2011,5,2011,MPN10251 2011 5,Bolboschoenus maritimus,1500
MPN7353,29/03/2011,3,2011,MPN7353 2011 3,Bolboschoenus maritimus,1550
MPN9977,11/06/07,6,2007,MPN9977 2007 6,Bolboschoenus maritimus,1600
MPN10251,13/06/2008,6,2008,MPN10251 2008 6,Bolboschoenus maritimus,1600
MPN9939,10/06/04,6,2004,MPN9939 2004 6,Bolboschoenus maritimus,1600
MPN10372,26/06/2013,6,2013,MPN10372 2013 6,Bolboschoenus maritimus,1600
MPN10276,12/06/07,6,2007,MPN10276 2007 6,Bolboschoenus maritimus,1600
MPN9930,25/10/2012,10,2012,MPN9930 2012 10,Bolboschoenus maritimus,1600
MPN1227,18/10/2010,10,2010,MPN1227 2010 10,Bolboschoenus maritimus,1600
MPN5415,22/09/2009,9,2009,MPN5415 2009 9,Bolboschoenus maritimus,1600
MPN5415,29/08/2006,8,2006,MPN5415 2006 8,Bolboschoenus maritimus,1600
MPN10100,18/04/2011,4,2011,MPN10100 2011 4,Bolboschoenus maritimus,1600
MPN10270,21/06/2010,6,2010,MPN10270 2010 6,Bolboschoenus maritimus,1600
MPN5721,03/05/04,5,2004,MPN5721 2004 5,Bolboschoenus maritimus,1600
MPN1391,30/09/2005,9,2005,MPN1391 2005 9,Bolboschoenus maritimus,1600
MPN4100,25/03/2011,3,2011,MPN4100 2011 3,Bolboschoenus maritimus,1605
MPN10049,12/06/02,6,2002,MPN10049 2002 6,Bolboschoenus maritimus,1620
MPN10470,18/06/2012,6,2012,MPN10470 2012 6,Bolboschoenus maritimus,1650
MPN10327,25/06/2002,6,2002,MPN10327 2002 6,Bolboschoenus maritimus,1660
MPN1481,09/10/09,10,2009,MPN1481 2009 10,Bolboschoenus maritimus,1700
MPN9308,23/09/2010,9,2010,MPN9308 2010 9,Bolboschoenus maritimus,1700
MPN1505,12/04/12,4,2012,MPN1505 2012 4,Bolboschoenus maritimus,1700
MPN10445,10/05/12,5,2012,MPN10445 2012 5,Bolboschoenus maritimus,1700
MPN9939,14/06/2010,6,2010,MPN9939 2010 6,Bolboschoenus maritimus,1700
MPN9930,22/06/2006,6,2006,MPN9930 2006 6,Bolboschoenus maritimus,1700
MPN3989,02/10/08,10,2008,MPN3989 2008 10,Bolboschoenus maritimus,1700
MPN2985,26/04/2010,4,2010,MPN2985 2010 4,Bolboschoenus maritimus,1700
MPN10328,24/05/2012,5,2012,MPN10328 2012 5,Bolboschoenus maritimus,1700
MPN4094,11/04/05,4,2005,MPN4094 2005 4,Bolboschoenus maritimus,1700
MPN10053,10/06/02,6,2002,MPN10053 2002 6,Bolboschoenus maritimus,1730
MPN9938,16/06/2004,6,2004,MPN9938 2004 6,Bolboschoenus maritimus,1800
MPN1481,08/09/03,9,2003,MPN1481 2003 9,Bolboschoenus maritimus,1800
MPN5809,10/09/07,9,2007,MPN5809 2007 9,Bolboschoenus maritimus,1900
MPN5721,03/09/04,9,2004,MPN5721 2004 9,Bolboschoenus maritimus,1900
MPN10048,12/06/02,6,2002,MPN10048 2002 6,Bolboschoenus maritimus,1910
MPN3016,07/08/01,8,2001,MPN3016 2001 8,Bolboschoenus maritimus,1929.4
MPN9943,30/07/2007,7,2007,MPN9943 2007 7,Bolboschoenus maritimus,2000
MPN9938,27/07/2007,7,2007,MPN9938 2007 7,Bolboschoenus maritimus,2000
MPN10332,02/07/09,7,2009,MPN10332 2009 7,Bolboschoenus maritimus,2000
MPN1503,08/10/10,10,2010,MPN1503 2010 10,Bolboschoenus maritimus,2000
MPN7342,10/09/14,9,2014,MPN7342 2014 9,Bolboschoenus maritimus,2000
MPN10251,22/07/2003,7,2003,MPN10251 2003 7,Bolboschoenus maritimus,2100
MPN8132,16/10/2009,10,2009,MPN8132 2009 10,Bolboschoenus maritimus,2100
MPN10266,13/07/2010,7,2010,MPN10266 2010 7,Bolboschoenus maritimus,2100
MPN10241,21/06/2004,6,2004,MPN10241 2004 6,Bolboschoenus maritimus,2100
MPN5305,26/03/2012,3,2012,MPN5305 2012 3,Bolboschoenus maritimus,2100
MPN8130,05/09/11,9,2011,MPN8130 2011 9,Bolboschoenus maritimus,2100
MPN2985,10/09/10,9,2010,MPN2985 2010 9,Bolboschoenus maritimus,2110
MPN10101,19/07/2001,7,2001,MPN10101 2001 7,Bolboschoenus maritimus,2160
MPN3011,20/08/2001,8,2001,MPN3011 2001 8,Bolboschoenus maritimus,2167.9
MPN10251,10/06/10,6,2010,MPN10251 2010 6,Bolboschoenus maritimus,2200
MPN5825,11/09/07,9,2007,MPN5825 2007 9,Bolboschoenus maritimus,2200
MPN5745,03/09/07,9,2007,MPN5745 2007 9,Bolboschoenus maritimus,2200
MPN7342,19/09/2005,9,2005,MPN7342 2005 9,Bolboschoenus maritimus,2200
MPN2985,06/08/01,8,2001,MPN2985 2001 8,Bolboschoenus maritimus,2251
MPN10086,05/07/07,7,2007,MPN10086 2007 7,Bolboschoenus maritimus,2300
MPN5769,06/09/10,9,2010,MPN5769 2010 9,Bolboschoenus maritimus,2300
MPN1426,27/09/2008,9,2008,MPN1426 2008 9,Bolboschoenus maritimus,2300
MPN9934,01/07/03,7,2003,MPN9934 2003 7,Bolboschoenus maritimus,2300
MPN1479,22/03/2011,3,2011,MPN1479 2011 3,Bolboschoenus maritimus,2350
MPN10239,23/07/2001,7,2001,MPN10239 2001 7,Bolboschoenus maritimus,2380
MPN3010,05/08/14,8,2014,MPN3010 2014 8,Bolboschoenus maritimus,2400
MPN1503,26/08/2013,8,2013,MPN1503 2013 8,Bolboschoenus maritimus,2400
MPN9938,15/06/2010,6,2010,MPN9938 2010 6,Bolboschoenus maritimus,2500
MPN10357,11/09/14,9,2014,MPN10357 2014 9,Bolboschoenus maritimus,2500
MPN1503,16/10/2007,10,2007,MPN1503 2007 10,Bolboschoenus maritimus,2500
MPN10245,14/06/2004,6,2004,MPN10245 2004 6,Bolboschoenus maritimus,2500
MPN1468,30/07/2004,7,2004,MPN1468 2004 7,Bolboschoenus maritimus,2500
MPN5808,21/09/2004,9,2004,MPN5808 2004 9,Bolboschoenus maritimus,2500
MPN10097,20/05/2014,5,2014,MPN10097 2014 5,Bolboschoenus maritimus,2550
MPN1468,05/09/13,9,2013,MPN1468 2013 9,Bolboschoenus maritimus,2600
MPN1229,07/10/11,10,2011,MPN1229 2011 10,Bolboschoenus maritimus,2600
MPN3010,08/07/15,7,2015,MPN3010 2015 7,Bolboschoenus maritimus,2700
MPN5774,27/08/2007,8,2007,MPN5774 2007 8,Bolboschoenus maritimus,2700
MPN9922,26/06/2006,6,2006,MPN9922 2006 6,Bolboschoenus maritimus,2700
MPN5342,27/04/2009,4,2009,MPN5342 2009 4,Bolboschoenus maritimus,2700
MPN5824,24/09/2004,9,2004,MPN5824 2004 9,Bolboschoenus maritimus,2700
MPN1239,03/10/05,10,2005,MPN1239 2005 10,Bolboschoenus maritimus,2700
MPN7359,11/10/05,10,2005,MPN7359 2005 10,Bolboschoenus maritimus,2700
MPN1442,01/10/12,10,2012,MPN1442 2012 10,Bolboschoenus maritimus,2800
MPN1440,06/09/13,9,2013,MPN1440 2013 9,Bolboschoenus maritimus,2800
MPN5854,06/09/07,9,2007,MPN5854 2007 9,Bolboschoenus maritimus,2800
MPN10099,16/06/2005,6,2005,MPN10099 2005 6,Bolboschoenus maritimus,2800
MPN5825,11/10/04,10,2004,MPN5825 2004 10,Bolboschoenus maritimus,2800
MPN9938,16/07/2001,7,2001,MPN9938 2001 7,Bolboschoenus maritimus,2830
MPN1444,19/04/2002,4,2002,MPN1444 2002 4,Bolboschoenus maritimus,2854.5
MPN1229,16/09/2002,9,2002,MPN1229 2002 9,Bolboschoenus maritimus,2893.2
MPN9943,28/06/2010,6,2010,MPN9943 2010 6,Bolboschoenus maritimus,2900
MPN10323,21/06/2006,6,2006,MPN10323 2006 6,Bolboschoenus maritimus,2900
MPN5386,31/03/2015,3,2015,MPN5386 2015 3,Bolboschoenus maritimus,2900
MPN5509,15/09/2003,9,2003,MPN5509 2003 9,Bolboschoenus maritimus,2900
MPN9930,26/07/2007,7,2007,MPN9930 2007 7,Bolboschoenus maritimus,3000
MPN8131,19/05/2009,5,2009,MPN8131 2009 5,Bolboschoenus maritimus,3000
MPN1160,28/07/2004,7,2004,MPN1160 2004 7,Bolboschoenus maritimus,3000
MPN1160,28/07/2004,7,2004,MPN1160 2004 7,Bolboschoenus maritimus,3000
MPN9930,16/07/2001,7,2001,MPN9930 2001 7,Bolboschoenus maritimus,3050
MPN4039,22/03/2011,3,2011,MPN4039 2011 3,Bolboschoenus maritimus,3050
MPN10241,08/07/10,7,2010,MPN10241 2010 7,Bolboschoenus maritimus,3100
MPN1229,07/10/08,10,2008,MPN1229 2008 10,Bolboschoenus maritimus,3100
MPN1239,06/09/11,9,2011,MPN1239 2011 9,Bolboschoenus maritimus,3100
MPN10265,08/07/10,7,2010,MPN10265 2010 7,Bolboschoenus maritimus,3200
MPN10357,01/07/04,7,2004,MPN10357 2004 7,Bolboschoenus maritimus,3200
MPN1180,21/06/2012,6,2012,MPN1180 2012 6,Bolboschoenus maritimus,3200
MPN1239,02/06/05,6,2005,MPN1239 2005 6,Bolboschoenus maritimus,3200
MPN1157,13/09/2001,9,2001,MPN1157 2001 9,Bolboschoenus maritimus,3205.2
MPN1492,03/09/01,9,2001,MPN1492 2001 9,Bolboschoenus maritimus,3241.5
MPN10245,25/06/2010,6,2010,MPN10245 2010 6,Bolboschoenus maritimus,3300
MPN10328,12/09/13,9,2013,MPN10328 2013 9,Bolboschoenus maritimus,3300
MPN1239,29/09/2008,9,2008,MPN1239 2008 9,Bolboschoenus maritimus,3300
MPN1442,18/09/2003,9,2003,MPN1442 2003 9,Bolboschoenus maritimus,3300
MPN4095,11/04/05,4,2005,MPN4095 2005 4,Bolboschoenus maritimus,3300
MPN1354,25/09/2008,9,2008,MPN1354 2008 9,Bolboschoenus maritimus,3400
MPN10270,09/07/13,7,2013,MPN10270 2013 7,Bolboschoenus maritimus,3450
MPN10323,25/06/2002,6,2002,MPN10323 2002 6,Bolboschoenus maritimus,3470
MPN9930,29/09/2015,9,2015,MPN9930 2015 9,Bolboschoenus maritimus,3500
MPN1444,30/05/2005,5,2005,MPN1444 2005 5,Bolboschoenus maritimus,3500
MPN10323,01/07/08,7,2008,MPN10323 2008 7,Bolboschoenus maritimus,3600
MPN5321,28/09/2009,9,2009,MPN5321 2009 9,Bolboschoenus maritimus,3600
MPN1239,16/09/2002,9,2002,MPN1239 2002 9,Bolboschoenus maritimus,3614.6
MPN1484,13/10/2010,10,2010,MPN1484 2010 10,Bolboschoenus maritimus,3700
MPN4003,08/08/02,8,2002,MPN4003 2002 8,Bolboschoenus maritimus,3713.6
MPN10086,30/08/2011,8,2011,MPN10086 2011 8,Bolboschoenus maritimus,3800
MPN9934,14/09/2015,9,2015,MPN9934 2015 9,Bolboschoenus maritimus,3800
MPN1535,11/05/04,5,2004,MPN1535 2004 5,Bolboschoenus maritimus,3800
MPN1327,19/04/2012,4,2012,MPN1327 2012 4,Bolboschoenus maritimus,3900
MPN1160,24/08/2011,8,2011,MPN1160 2011 8,Bolboschoenus maritimus,3900
MPN3993,27/04/2011,4,2011,MPN3993 2011 4,Bolboschoenus maritimus,3900
MPN1239,06/05/02,5,2002,MPN1239 2002 5,Bolboschoenus maritimus,3949
MPN1501,17/04/2012,4,2012,MPN1501 2012 4,Bolboschoenus maritimus,4000
MPN1326,01/05/01,5,2001,MPN1326 2001 5,Bolboschoenus maritimus,4019.6
MPN1153,27/06/2012,6,2012,MPN1153 2012 6,Bolboschoenus maritimus,4050
MPN5313,21/09/2009,9,2009,MPN5313 2009 9,Bolboschoenus maritimus,4100
MPN1326,21/09/2001,9,2001,MPN1326 2001 9,Bolboschoenus maritimus,4390.6
MPN10051,27/06/2008,6,2008,MPN10051 2008 6,Bolboschoenus maritimus,4400
MPN10238,22/08/2013,8,2013,MPN10238 2013 8,Bolboschoenus maritimus,4400
MPN1328,15/06/2011,6,2011,MPN1328 2011 6,Bolboschoenus maritimus,4400
MPN1553,16/10/2007,10,2007,MPN1553 2007 10,Bolboschoenus maritimus,4400
MPN7936,31/08/2006,8,2006,MPN7936 2006 8,Bolboschoenus maritimus,4500
MPN1160,04/06/15,6,2015,MPN1160 2015 6,Bolboschoenus maritimus,4500
MPN1208,11/05/09,5,2009,MPN1208 2009 5,Bolboschoenus maritimus,4550
MPN1385,31/07/2001,7,2001,MPN1385 2001 7,Bolboschoenus maritimus,4555.3
MPN2996,30/08/2001,8,2001,MPN2996 2001 8,Bolboschoenus maritimus,4643
MPN5527,15/08/2013,8,2013,MPN5527 2013 8,Bolboschoenus maritimus,4700
MPN9021,24/09/2015,9,2015,MPN9021 2015 9,Bolboschoenus maritimus,4700
MPN1182,24/07/2013,7,2013,MPN1182 2013 7,Bolboschoenus maritimus,4700
MPN5853,03/09/07,9,2007,MPN5853 2007 9,Bolboschoenus maritimus,4800
MPN5387,10/09/09,9,2009,MPN5387 2009 9,Bolboschoenus maritimus,4900
MPN1535,21/10/2004,10,2004,MPN1535 2004 10,Bolboschoenus maritimus,4900
MPN10270,11/06/04,6,2004,MPN10270 2004 6,Bolboschoenus maritimus,5000
MPN5342,06/10/09,10,2009,MPN5342 2009 10,Bolboschoenus maritimus,5000
MPN1444,09/10/14,10,2014,MPN1444 2014 10,Bolboschoenus maritimus,5000
MPN5386,01/09/03,9,2003,MPN5386 2003 9,Bolboschoenus maritimus,5000
MPN5852,27/09/2004,9,2004,MPN5852 2004 9,Bolboschoenus maritimus,5000
MPN1335,16/08/2013,8,2013,MPN1335 2013 8,Bolboschoenus maritimus,5200
MPN9944,11/06/04,6,2004,MPN9944 2004 6,Bolboschoenus maritimus,5400
MPN1917,10/05/10,5,2010,MPN1917 2010 5,Bolboschoenus maritimus,5400
MPN1348,21/09/2001,9,2001,MPN1348 2001 9,Bolboschoenus maritimus,5412.3
MPN1503,26/07/2004,7,2004,MPN1503 2004 7,Bolboschoenus maritimus,5500
MPN1917,07/06/05,6,2005,MPN1917 2005 6,Bolboschoenus maritimus,5500
MPN11862,18/05/2011,5,2011,MPN11862 2011 5,Bolboschoenus maritimus,5550
MPN1281,07/10/10,10,2010,MPN1281 2010 10,Bolboschoenus maritimus,5600
MPN7968,08/10/07,10,2007,MPN7968 2007 10,Bolboschoenus maritimus,5600
MPN3948,28/04/2005,4,2005,MPN3948 2005 4,Bolboschoenus maritimus,5900
MPN1442,20/10/2009,10,2009,MPN1442 2009 10,Bolboschoenus maritimus,6000
MPN1547,27/05/2011,5,2011,MPN1547 2011 5,Bolboschoenus maritimus,6000
MPN3968,27/05/2002,5,2002,MPN3968 2002 5,Bolboschoenus maritimus,6088.9
MPN9918,23/06/2003,6,2003,MPN9918 2003 6,Bolboschoenus maritimus,6100
MPN1358,26/05/2008,5,2008,MPN1358 2008 5,Bolboschoenus maritimus,6500
MPN1444,08/10/02,10,2002,MPN1444 2002 10,Bolboschoenus maritimus,6527.7
MPN1125,12/04/01,4,2001,MPN1125 2001 4,Bolboschoenus maritimus,6676.1
MPN5385,14/09/2009,9,2009,MPN5385 2009 9,Bolboschoenus maritimus,6800
MPN1251,09/10/03,10,2003,MPN1251 2003 10,Bolboschoenus maritimus,6800
MPN12548,24/06/2013,6,2013,MPN12548 2013 6,Bolboschoenus maritimus,6900
MPN1444,03/10/08,10,2008,MPN1444 2008 10,Bolboschoenus maritimus,7000
MPN1123,08/10/07,10,2007,MPN1123 2007 10,Bolboschoenus maritimus,7000
MPN1474,11/10/10,10,2010,MPN1474 2010 10,Bolboschoenus maritimus,7200
MPN1169,20/09/2010,9,2010,MPN1169 2010 9,Bolboschoenus maritimus,7200
MPN1208,19/10/2009,10,2009,MPN1208 2009 10,Bolboschoenus maritimus,7450
MPN1123,21/06/2007,6,2007,MPN1123 2007 6,Bolboschoenus maritimus,7500
MPN7356,27/09/2005,9,2005,MPN7356 2005 9,Bolboschoenus maritimus,7500
MPN7885,17/08/2006,8,2006,MPN7885 2006 8,Bolboschoenus maritimus,7600
MPN1491,03/09/01,9,2001,MPN1491 2001 9,Bolboschoenus maritimus,7935.6
MPN1125,08/09/01,9,2001,MPN1125 2001 9,Bolboschoenus maritimus,7991.7
MPN1444,26/09/2005,9,2005,MPN1444 2005 9,Bolboschoenus maritimus,8000
MPN1118,13/09/2002,9,2002,MPN1118 2002 9,Bolboschoenus maritimus,8042.1
MPN12548,25/09/2014,9,2014,MPN12548 2014 9,Bolboschoenus maritimus,8100
MPN1917,13/10/2005,10,2005,MPN1917 2005 10,Bolboschoenus maritimus,8100
MPN1129,22/09/2014,9,2014,MPN1129 2014 9,Bolboschoenus maritimus,8200
MPN1353,21/08/2014,8,2014,MPN1353 2014 8,Bolboschoenus maritimus,8200
MPN3054,11/09/14,9,2014,MPN3054 2014 9,Bolboschoenus maritimus,8200
MPN1123,13/05/2004,5,2004,MPN1123 2004 5,Bolboschoenus maritimus,8200
MPN1262,08/10/09,10,2009,MPN1262 2009 10,Bolboschoenus maritimus,8300
MPN1547,26/09/2006,9,2006,MPN1547 2006 9,Bolboschoenus maritimus,8400
MPN1489,30/05/2005,5,2005,MPN1489 2005 5,Bolboschoenus maritimus,8400
MPN1518,05/10/12,10,2012,MPN1518 2012 10,Bolboschoenus maritimus,8500
MPN1353,15/09/2008,9,2008,MPN1353 2008 9,Bolboschoenus maritimus,8500
MPN1499,19/10/2015,10,2015,MPN1499 2015 10,Bolboschoenus maritimus,8500
MPN1474,18/10/2007,10,2007,MPN1474 2007 10,Bolboschoenus maritimus,8600
MPN1484,24/10/2013,10,2013,MPN1484 2013 10,Bolboschoenus maritimus,8700
MPN1184,14/06/2010,6,2010,MPN1184 2010 6,Bolboschoenus maritimus,8800
MPN2912,31/07/2001,7,2001,MPN2912 2001 7,Bolboschoenus maritimus,8863.6
MPN8135,08/10/07,10,2007,MPN8135 2007 10,Bolboschoenus maritimus,9000
MPN1135,03/10/03,10,2003,MPN1135 2003 10,Bolboschoenus maritimus,9100
MPN1135,27/10/2006,10,2006,MPN1135 2006 10,Bolboschoenus maritimus,9200
MPN1150,07/06/12,6,2012,MPN1150 2012 6,Bolboschoenus maritimus,9200
MPN5854,04/10/04,10,2004,MPN5854 2004 10,Bolboschoenus maritimus,9200
MPN1499,22/10/2012,10,2012,MPN1499 2012 10,Bolboschoenus maritimus,9300
MPN1269,06/10/08,10,2008,MPN1269 2008 10,Bolboschoenus maritimus,9400
MPN10492,13/06/2006,6,2006,MPN10492 2006 6,Bolboschoenus maritimus,9400
MPN1270,06/10/08,10,2008,MPN1270 2008 10,Bolboschoenus maritimus,9700
MPN12590,26/06/2013,6,2013,MPN12590 2013 6,Bolboschoenus maritimus,9800
MPN1474,20/09/2013,9,2013,MPN1474 2013 9,Bolboschoenus maritimus,10000
MPN7866,08/06/11,6,2011,MPN7866 2011 6,Bolboschoenus maritimus,10000
MPN1489,22/09/2005,9,2005,MPN1489 2005 9,Bolboschoenus maritimus,10000
MPN5372,15/09/2009,9,2009,MPN5372 2009 9,Bolboschoenus maritimus,11000
MPN1917,20/09/2010,9,2010,MPN1917 2010 9,Bolboschoenus maritimus,11000
MPN1444,20/09/2011,9,2011,MPN1444 2011 9,Bolboschoenus maritimus,11000
MPN1123,19/10/2009,10,2009,MPN1123 2009 10,Bolboschoenus maritimus,11000
MPN1489,26/09/2008,9,2008,MPN1489 2008 9,Bolboschoenus maritimus,11000
MPN1369,03/06/10,6,2010,MPN1369 2010 6,Bolboschoenus maritimus,11000
MPN3948,19/09/2005,9,2005,MPN3948 2005 9,Bolboschoenus maritimus,11000
MPN9997,14/06/2007,6,2007,MPN9997 2007 6,Callitriche spp.,35
MPN9997,15/05/2001,5,2001,MPN9997 2001 5,Callitriche spp.,35
MPN9997,08/06/06,6,2006,MPN9997 2006 6,Callitriche spp.,35
MPN7325,22/09/2005,9,2005,MPN7325 2005 9,Callitriche spp.,35
MPN9997,05/06/08,6,2008,MPN9997 2008 6,Callitriche spp.,35.5
MPN9997,13/06/2005,6,2005,MPN9997 2005 6,Callitriche spp.,37
MPN9996,27/05/2013,5,2013,MPN9996 2013 5,Callitriche spp.,38
MPN9996,21/05/2012,5,2012,MPN9996 2012 5,Callitriche spp.,38
MPN9997,08/05/00,5,2000,MPN9997 2000 5,Callitriche spp.,38
MPN9997,03/06/04,6,2004,MPN9997 2004 6,Callitriche spp.,38
MPN9899,14/06/2006,6,2006,MPN9899 2006 6,Callitriche spp.,39
MPN9966,20/10/2011,10,2011,MPN9966 2011 10,Callitriche spp.,40
MPN9966,30/06/2005,6,2005,MPN9966 2005 6,Callitriche spp.,44
MPN10198,08/06/07,6,2007,MPN10198 2007 6,Callitriche spp.,44
MPN9996,08/06/06,6,2006,MPN9996 2006 6,Callitriche spp.,45
MPN7392,29/03/2005,3,2005,MPN7392 2005 3,Callitriche spp.,48
MPN10156,26/07/2007,7,2007,MPN10156 2007 7,Callitriche spp.,49
MPN10123,28/08/2012,8,2012,MPN10123 2012 8,Callitriche spp.,49
MPN8159,06/09/07,9,2007,MPN8159 2007 9,Callitriche spp.,50
MPN9936,03/09/12,9,2012,MPN9936 2012 9,Callitriche spp.,52
MPN10363,25/07/2005,7,2005,MPN10363 2005 7,Callitriche spp.,53
MPN10131,13/07/2009,7,2009,MPN10131 2009 7,Callitriche spp.,54
MPN10127,31/05/2012,5,2012,MPN10127 2012 5,Callitriche spp.,56
MPN10131,10/05/01,5,2001,MPN10131 2001 5,Callitriche spp.,57
MPN10127,19/05/2000,5,2000,MPN10127 2000 5,Callitriche spp.,58
MPN9898,19/06/2006,6,2006,MPN9898 2006 6,Callitriche spp.,58
MPN10131,23/06/2008,6,2008,MPN10131 2008 6,Callitriche spp.,59.5
MPN1146,22/03/2012,3,2012,MPN1146 2012 3,Callitriche spp.,61
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Callitriche spp.,62
MPN10468,21/07/2005,7,2005,MPN10468 2005 7,Callitriche spp.,62
MPN10046,17/06/2002,6,2002,MPN10046 2002 6,Callitriche spp.,63
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Callitriche spp.,64
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Callitriche spp.,66
MPN4033,26/08/2002,8,2002,MPN4033 2002 8,Callitriche spp.,66.669
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Callitriche spp.,67
MPN10027,11/06/12,6,2012,MPN10027 2012 6,Callitriche spp.,67
MPN10127,15/06/2009,6,2009,MPN10127 2009 6,Callitriche spp.,69
MPN10098,21/04/2011,4,2011,MPN10098 2011 4,Callitriche spp.,69
MPN5289,17/03/2009,3,2009,MPN5289 2009 3,Callitriche spp.,70
MPN10131,26/05/2003,5,2003,MPN10131 2003 5,Callitriche spp.,70
MPN10127,09/06/08,6,2008,MPN10127 2008 6,Callitriche spp.,71
MPN10127,14/07/2005,7,2005,MPN10127 2005 7,Callitriche spp.,71
MPN10213,06/08/08,8,2008,MPN10213 2008 8,Callitriche spp.,72
MPN9913,18/06/2007,6,2007,MPN9913 2007 6,Callitriche spp.,74
